CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,01/10/2006,24.6,28.9,20.7,78
X2,02/10/2006,23,25.1,19.8,81
X2,03/10/2006,24.6,28.5,21.1,56
X2,04/10/2006,20.1,23.1,16.7,64
X2,05/10/2006,19.4,22.9,16,70
X2,06/10/2006,20.5,23.2,17.5,70
X2,07/10/2006,21.1,24.4,17.3,71
X2,08/10/2006,20.8,21.5,20,77
X2,09/10/2006,21.5,23.4,20.1,85
X2,10/10/2006,22.2,25,19.6,82
X2,11/10/2006,21.8,24.2,17.4,83
X2,12/10/2006,17,19.1,15.9,91
X2,13/10/2006,19.5,23.5,16.3,78
X2,14/10/2006,19.6,24.1,15.6,72
X2,15/10/2006,19.8,23,16.2,75
X2,16/10/2006,19.8,22.4,17.8,75
X2,17/10/2006,20.5,22.7,17.9,77
X2,18/10/2006,21.2,24.2,18.6,82
X2,19/10/2006,20.4,23.8,17.2,77
X2,20/10/2006,21.1,24.6,17.7,62
X2,21/10/2006,20,23.6,17.4,72
X2,22/10/2006,20.7,24.3,17,71
X2,23/10/2006,22.8,26.1,20.5,77
X2,24/10/2006,22,25.5,18.2,60
X2,25/10/2006,20.7,23.5,17,80
X2,26/10/2006,22.4,24.2,20.6,83
X2,27/10/2006,21,22.8,19.5,85
X2,28/10/2006,20,22.4,18.6,87
X2,29/10/2006,20.2,24.5,16.6,84
X2,30/10/2006,20.2,23.5,17.1,83
X2,31/10/2006,19.6,21.9,17.9,86
X2,01/11/2006,19.8,23.2,17.5,80
X2,02/11/2006,17.1,18.9,15.2,57
X2,03/11/2006,14.9,17.9,12.3,49
X2,04/11/2006,15.4,18.6,12.4,60
X2,05/11/2006,16.5,20,13.3,68
X2,08/11/2006,18.1,21.6,15.4,79
X2,09/11/2006,17.6,20.6,15.5,85
X2,10/11/2006,17.6,20.8,14.3,81
X2,11/11/2006,18,20.3,15.4,79
X2,12/11/2006,17.1,20.7,14.6,73
X2,13/11/2006,15.6,19.5,13.2,72
X2,14/11/2006,15.2,20.6,11,75
X2,15/11/2006,15.7,19.9,12,83
X2,16/11/2006,17.3,20.3,13.7,85
X2,17/11/2006,16.4,18.4,14,74
X2,18/11/2006,16.2,20.7,13.1,57
X2,19/11/2006,17,22.4,13,64
X2,20/11/2006,15.8,19,13.4,81
X2,21/11/2006,,20.2,12.4,
X2,24/11/2006,17.8,20.5,13.6,74
X2,25/11/2006,18.4,20.1,16,87
X2,26/11/2006,17,20.1,14.7,83
X2,27/11/2006,16.2,20.1,13.2,70
X2,28/11/2006,14.7,18.5,11,71
X2,29/11/2006,15.5,18.6,12.8,64
X2,30/11/2006,13.4,16.9,10.5,72
X2,01/12/2006,13.4,17.7,9,80
X2,02/12/2006,15,17.4,13.1,87
X2,03/12/2006,15.5,19,11.8,70
X2,04/12/2006,16.6,21,14,67
X2,05/12/2006,17.3,21.2,13.5,78
X2,06/12/2006,14,17.6,10.9,86
X2,08/12/2006,13.6,17,11,66
X2,09/12/2006,11.8,15.1,9.6,57
X2,10/12/2006,10.7,14.3,8.3,67
X2,11/12/2006,9.6,13.7,6.6,69
X2,12/12/2006,9.6,13.8,4.8,60
X2,13/12/2006,11.3,13.5,8.8,65
X2,15/12/2006,,16.4,12.7,
X2,16/12/2006,14.3,17.5,11.1,84
X2,17/12/2006,12.3,17.3,8.8,72
X2,18/12/2006,10.9,13,8.6,67
X2,19/12/2006,9.3,12,7.4,66
X2,20/12/2006,9.8,13.1,6.4,55
X2,21/12/2006,9.8,13.5,7.4,49
X2,22/12/2006,9.2,12.3,7.3,63
X2,23/12/2006,12.8,14.8,9.1,46
X2,24/12/2006,13.2,16.2,8.5,38
X2,25/12/2006,9.8,15.9,6.3,56
X2,26/12/2006,8.9,14.3,4.5,72
X2,27/12/2006,8.7,13.7,4.4,79
X2,28/12/2006,9,15.1,4.5,79
X2,29/12/2006,9.1,15.1,4.5,76
X2,30/12/2006,10,15.4,4.8,76
X2,31/12/2006,11.1,15.7,7.2,80
X2,01/01/2007,12.8,16.4,9.4,74
X2,02/01/2007,12.1,16.2,9,63
X2,03/01/2007,11.5,15,7.5,63
X2,04/01/2007,12.1,16.6,9.2,59
X2,05/01/2007,11.5,16.6,7.7,68
X2,06/01/2007,11.2,16.1,8.2,73
X2,07/01/2007,10.6,15.6,7.1,77
X2,08/01/2007,13.8,17.7,8.9,61
X2,09/01/2007,13.5,18.2,8.9,73
X2,10/01/2007,13.1,17.4,9,81
X2,11/01/2007,12.9,18.5,9.1,71
X2,12/01/2007,12.5,18.4,8,66
X2,13/01/2007,12.6,19.1,7.6,75
X2,14/01/2007,13.8,16.3,10.6,76
X2,15/01/2007,12.8,14.7,9.4,75
X2,16/01/2007,13.3,15.6,10.2,78
X2,17/01/2007,12.5,17.1,8.1,69
X2,18/01/2007,14.4,18.5,10.2,61
X2,19/01/2007,16,22.2,11.8,65
X2,20/01/2007,14.7,20.5,10.2,76
X2,21/01/2007,13.6,17.8,10.1,77
X2,22/01/2007,13.5,15.9,11.2,79
X2,23/01/2007,9.7,13.7,6.9,54
X2,24/01/2007,8.1,12.2,5,35
X2,25/01/2007,6.8,10.2,4.3,59
X2,26/01/2007,6.8,11,3.1,54
X2,27/01/2007,6.9,12.2,2.2,45
X2,28/01/2007,7.5,13.9,2.2,49
X2,29/01/2007,8.4,16.3,2.7,57
X2,30/01/2007,10.1,13.1,6.2,69
X2,31/01/2007,11.9,15,10.1,71
X2,01/02/2007,11.1,15.5,9,67
X2,02/02/2007,10.5,14.9,6.8,68
X2,03/02/2007,10.5,14.5,7.7,75
X2,04/02/2007,11,13.1,8.2,72
X2,05/02/2007,12.7,15.7,10.8,73
X2,06/02/2007,11.9,16,8.8,65
X2,07/02/2007,12.1,18.1,7.6,59
X2,08/02/2007,13.3,17,9.5,68
X2,09/02/2007,12.3,16,9.8,75
X2,10/02/2007,14,18,9.1,54
X2,11/02/2007,14.3,18.6,9.2,67
X2,12/02/2007,16.9,23.1,12.6,55
X2,13/02/2007,14.1,17.1,10.6,49
X2,14/02/2007,15.6,23.2,11.8,59
X2,15/02/2007,15.5,24.7,10.1,41
X2,16/02/2007,12.3,17.6,6.7,60
X2,17/02/2007,13.3,14.7,11.1,83
X2,18/02/2007,12.7,16.1,10.6,69
X2,19/02/2007,12.9,17.9,8.4,69
X2,20/02/2007,12.6,16.4,8,79
X2,21/02/2007,13.3,16.1,11.4,81
X2,22/02/2007,13.5,17.6,9.9,66
X2,23/02/2007,13,20.2,7.8,73
X2,24/02/2007,15.4,21.2,10.6,60
X2,25/02/2007,14.7,20,9.8,63
X2,26/02/2007,13.4,19,9.9,56
X2,27/02/2007,13.4,18.2,9.4,66
X2,28/02/2007,15.6,22.1,11.4,70
X2,01/03/2007,16.3,22.2,10.1,58
X2,02/03/2007,18.2,23.6,14.1,50
X2,03/03/2007,19.4,24.8,13.8,52
X2,04/03/2007,16.3,22.2,12.4,73
X2,05/03/2007,15.2,19.4,12.1,74
X2,06/03/2007,14.6,17.3,11.8,66
X2,07/03/2007,13.1,18.6,10,68
X2,08/03/2007,13.8,18.2,10.1,60
X2,09/03/2007,12.9,18,8.4,56
X2,10/03/2007,15.4,21.2,9.5,32
X2,11/03/2007,13.5,17.8,7.5,44
X2,12/03/2007,13.9,18.6,10.4,46
X2,13/03/2007,13.7,19,8.6,52
X2,14/03/2007,15.1,21.7,8.7,51
X2,15/03/2007,14.3,20.7,10,62
X2,16/03/2007,14.2,17.9,10.6,70
X2,17/03/2007,15.2,21.7,10.8,66
X2,18/03/2007,14.7,19.1,11.4,56
X2,19/03/2007,13.4,18.5,7,48
X2,20/03/2007,9.5,14.5,5.4,36
X2,21/03/2007,10.6,15.9,6.2,32
X2,22/03/2007,11.4,17,6.4,29
X2,23/03/2007,11.4,15.3,6.7,50
X2,24/03/2007,12.4,16.8,10.4,60
X2,25/03/2007,11.6,15.1,9.1,50
X2,26/03/2007,12.9,16.1,10,65
X2,27/03/2007,13.3,16.5,10.7,68
X2,28/03/2007,12.7,15.6,11.8,71
X2,29/03/2007,14.7,18.8,12.5,58
X2,30/03/2007,13.7,21,11,57
X2,31/03/2007,12.9,17.2,9.9,75
X2,01/04/2007,14,16.4,11.7,81
X2,02/04/2007,14.5,15.6,12,87
X2,03/04/2007,11.8,12.7,10.6,87
X2,04/04/2007,,17.9,10.6,
X2,05/04/2007,,13.6,,
X2,06/04/2007,13.9,17.7,11.6,78
X2,07/04/2007,13.6,17.4,10.4,80
X2,08/04/2007,14.5,20.4,9.5,76
X2,09/04/2007,14.1,17.8,12.1,81
X2,10/04/2007,14.4,16.3,12.1,77
X2,11/04/2007,15.1,17.8,12.9,73
X2,12/04/2007,15.4,16.7,14.5,75
X2,13/04/2007,15.1,18.5,13.7,87
X2,14/04/2007,17.5,21.5,14.2,63
X2,15/04/2007,16.6,20.2,13.6,73
X2,16/04/2007,18.7,24.4,12.5,60
X2,17/04/2007,20,25.5,14.4,60
X2,18/04/2007,19.9,24.2,15.3,60
X2,19/04/2007,18.7,22.3,15.6,62
X2,20/04/2007,16,18.3,14.4,84
X2,21/04/2007,15.5,17.7,13.7,85
X2,22/04/2007,17,22,12.3,82
X2,23/04/2007,18.2,23,13.1,64
X2,24/04/2007,19,24.3,13.6,62
X2,25/04/2007,19.2,25.5,14,63
X2,26/04/2007,18.3,21.6,15.1,68
X2,27/04/2007,18.9,22.1,15.7,69
X2,28/04/2007,18.7,22.1,16.1,78
X2,29/04/2007,17.4,20.1,15.1,79
X2,30/04/2007,18.6,24.4,13.2,70
X2,01/05/2007,16.1,19.4,12.1,76
X2,02/05/2007,16,20.3,11.5,62
X2,03/05/2007,15.1,17.6,12.9,77
X2,04/05/2007,15.6,18.9,11.5,71
X2,05/05/2007,16.9,22.3,12.3,69
X2,08/05/2007,19.8,27,15.2,65
X2,09/05/2007,18.5,22.6,15.6,82
X2,10/05/2007,20.8,26.1,15.2,68
X2,11/05/2007,20,23,17,67
X2,12/05/2007,19.9,24.7,16.1,65
X2,13/05/2007,20.8,25.2,16.5,66
X2,14/05/2007,19.3,24.7,14.7,64
X2,15/05/2007,17.7,21.7,14.3,62
X2,16/05/2007,18.7,22,16.6,62
X2,17/05/2007,21.2,26.1,16.3,54
X2,18/05/2007,21.3,24.9,17.7,68
X2,19/05/2007,20.2,23.3,18.3,73
X2,20/05/2007,20.7,24,17.7,69
X2,21/05/2007,21.5,26,19.2,56
X2,22/05/2007,21.8,25.6,19.1,52
X2,23/05/2007,22.5,27.5,19.4,52
X2,24/05/2007,22.9,28.6,19.7,51
X2,25/05/2007,21.3,26.7,18.2,67
X2,26/05/2007,21.3,25,18.5,65
X2,27/05/2007,19.7,22.6,16.8,62
X2,28/05/2007,18.6,24.1,13.2,38
X2,29/05/2007,17.4,21.1,13.4,46
X2,30/05/2007,19.5,23.5,14.9,63
X2,31/05/2007,21,26.5,17.8,67
X2,01/06/2007,19.1,22.2,16,67
X2,02/06/2007,19.7,24.5,16,53
X2,03/06/2007,20.1,23.2,17.1,56
X2,04/06/2007,21.4,25.7,17.8,59
X2,05/06/2007,22.3,26.1,19.3,55
X2,06/06/2007,21.6,25.5,18.8,63
X2,07/06/2007,22.1,24.9,19,68
X2,08/06/2007,22.7,26.5,18.6,66
X2,09/06/2007,23.7,27.7,19.4,58
X2,10/06/2007,23.4,28.4,19.8,58
X2,11/06/2007,22.4,25.9,19.4,76
X2,12/06/2007,23.3,27.4,19.4,72
X2,13/06/2007,23.3,27.3,19.8,73
X2,14/06/2007,24,26.9,21.2,72
X2,15/06/2007,25.3,30.3,21.9,45
X2,16/06/2007,22.1,23,20,64
X2,17/06/2007,23.4,26.2,21,73
X2,18/06/2007,24.2,29.8,21.5,66
X2,19/06/2007,23.2,25.9,21.3,75
X2,20/06/2007,23.4,25.8,21.2,78
X2,21/06/2007,22.6,24.9,21,73
X2,22/06/2007,22.2,24.8,20,73
X2,23/06/2007,21.4,24.7,18.5,66
X2,24/06/2007,23.4,26.9,19.1,64
X2,25/06/2007,23.7,29.1,20.7,72
X2,26/06/2007,21.9,24.7,20.3,60
X2,27/06/2007,20.9,22.6,19.9,69
X2,28/06/2007,22,24.1,19.8,72
X2,29/06/2007,23.9,26.6,21.4,72
X2,30/06/2007,23.5,26.5,20.5,74
X2,01/07/2007,23.6,26.2,20.5,70
X2,02/07/2007,22.7,25.3,20.2,68
X2,03/07/2007,23.9,27.5,20.1,70
X2,04/07/2007,22.3,23.3,20.4,74
X2,05/07/2007,21.7,24.2,19.7,66
X2,06/07/2007,23.2,27.6,18.5,68
X2,07/07/2007,25,30,18.8,51
X2,08/07/2007,25,28.9,21.2,61
X2,09/07/2007,23.9,27.6,21.5,63
X2,10/07/2007,22.1,24.2,19.4,51
X2,11/07/2007,22,24.5,20.4,66
X2,12/07/2007,23,25.9,19.5,69
X2,13/07/2007,23.8,27.3,20.6,74
X2,14/07/2007,23.7,26.5,21.3,77
X2,15/07/2007,23.9,27.3,20.2,67
X2,16/07/2007,24.7,27.5,21.7,72
X2,17/07/2007,24.4,26.8,22.6,79
X2,18/07/2007,24,26.9,22.2,77
X2,19/07/2007,24.5,27.9,21.3,75
X2,20/07/2007,24.3,26.9,22.1,73
X2,21/07/2007,23.5,26.3,21.7,71
X2,22/07/2007,23.1,25,21.8,72
X2,23/07/2007,25.7,29,22,70
X2,24/07/2007,24,27.1,21.3,68
X2,25/07/2007,25.3,28.6,22.3,67
X2,26/07/2007,25.8,29,22.2,68
X2,27/07/2007,26,30.4,21.7,65
X2,28/07/2007,25.9,29.8,21.9,71
X2,29/07/2007,26,28.7,22.6,70
X2,30/07/2007,25.5,28.3,23.2,74
X2,31/07/2007,26.4,29.5,24.4,72
X2,01/08/2007,26,29.1,23.7,76
X2,02/08/2007,25.2,27.6,23.1,73
X2,03/08/2007,25.2,29,23,65
X2,04/08/2007,25.2,28.5,21.5,66
X2,05/08/2007,26.1,28.7,22.7,70
X2,06/08/2007,25.8,29.3,22.6,72
X2,07/08/2007,23.9,26.8,21.2,74
X2,08/08/2007,20.2,22,18.4,80
X2,09/08/2007,22.7,26,19.4,62
X2,10/08/2007,23.4,26.1,20.9,66
X2,11/08/2007,24.5,27.6,20.4,76
X2,12/08/2007,24.3,27.5,18.5,82
X2,13/08/2007,23,27.5,18.1,71
X2,14/08/2007,24.9,29,20.2,71
X2,15/08/2007,25.8,29.4,22.2,79
X2,16/08/2007,23.6,24.9,22,77
X2,17/08/2007,23.3,26.5,21.4,63
X2,18/08/2007,23.6,26.7,22,75
X2,19/08/2007,21.4,23.5,19.9,85
X2,20/08/2007,21.6,24,17.7,62
X2,21/08/2007,21.4,23.8,18.1,62
X2,22/08/2007,19.4,21.8,16.2,71
X2,23/08/2007,21.9,25.3,17.8,65
X2,24/08/2007,22.1,24.4,19.5,72
X2,25/08/2007,24.8,27.8,21.2,59
X2,26/08/2007,25.7,29.4,22.2,63
X2,27/08/2007,25.1,29.7,20.7,74
X2,28/08/2007,26.4,31.2,21.3,63
X2,29/08/2007,26.2,28.7,23.9,71
X2,30/08/2007,24.8,28.3,22.9,60
X2,31/08/2007,22.5,25.4,19.2,64
X2,01/09/2007,22.3,25.3,18.6,68
X2,02/09/2007,22.8,25.8,18.7,73
X2,03/09/2007,23.3,26.1,19.6,76
X2,04/09/2007,23.1,25.3,21.5,70
X2,05/09/2007,21.9,24.6,19.3,50
X2,06/09/2007,22.1,26.1,17.4,63
X2,07/09/2007,23.1,26.1,19.2,71
X2,08/09/2007,23.8,27.2,20.6,69
X2,09/09/2007,24,27.3,20.9,71
X2,10/09/2007,22.7,24.9,21,66
X2,11/09/2007,23.7,27.4,20.2,70
X2,12/09/2007,23.1,25,21.7,65
X2,13/09/2007,23,25.6,20,70
X2,14/09/2007,23.1,24.7,20.7,67
X2,15/09/2007,22.9,26.7,19.7,64
X2,16/09/2007,23.4,26.8,19.5,69
X2,17/09/2007,23.7,26.1,20.7,78
X2,18/09/2007,22.7,25.9,19.3,69
X2,19/09/2007,21.4,23.8,19.3,63
X2,20/09/2007,21.1,22.2,19.6,67
X2,21/09/2007,22.1,24.1,19.8,76
X2,22/09/2007,22.6,24.7,20.9,74
X2,23/09/2007,22.2,24.4,19.6,69
X2,24/09/2007,21.4,24.3,17.8,73
X2,25/09/2007,20.4,22.4,18.5,73
X2,26/09/2007,19.7,24.7,16.3,55
X2,27/09/2007,18.1,22.1,14.6,39
X2,28/09/2007,17.1,20.4,12.8,44
X2,29/09/2007,19.7,22.9,17.2,75
X2,30/09/2007,21.5,24.9,17.7,83
X2,01/10/2007,22.1,25.1,18.8,80
X2,02/10/2007,22.4,24.9,19.4,77
X2,03/10/2007,22.2,23.4,20.7,83
X2,04/10/2007,21.5,24.3,19.3,81
X2,05/10/2007,21.1,24.2,18,77
X2,06/10/2007,21,23.5,18.4,73
X2,07/10/2007,21.2,24.7,17.4,75
X2,08/10/2007,20.5,24.1,16.8,81
X2,09/10/2007,19.7,22.8,16.4,77
X2,10/10/2007,18.4,21.9,13.8,67
X2,11/10/2007,18,20.8,14.5,64
X2,12/10/2007,18.4,23,15,60
X2,13/10/2007,17.7,21.3,13.5,73
X2,14/10/2007,18,21.4,14.8,77
X2,15/10/2007,18.4,21.3,15.6,75
X2,16/10/2007,19.2,21.9,16.5,77
X2,17/10/2007,19.6,22.2,16.7,79
X2,18/10/2007,19.6,22.3,17,71
X2,19/10/2007,17.3,19.9,15.6,69
X2,20/10/2007,16.6,19.3,14.1,61
X2,21/10/2007,15.1,18.4,12.8,58
X2,22/10/2007,15.6,18.7,12.4,64
X2,23/10/2007,17,19.6,15.2,65
X2,24/10/2007,16.1,17.7,14.3,67
X2,25/10/2007,15.1,17.3,13.7,65
X2,26/10/2007,15.2,17.4,12.8,64
X2,27/10/2007,14.9,18.3,12.8,81
X2,28/10/2007,15.6,20,11.8,70
X2,29/10/2007,16.2,19.2,13.3,68
X2,30/10/2007,15.4,18.4,12.2,64
X2,31/10/2007,13.9,16.5,10.7,61
X2,01/11/2007,15.5,20.5,11.9,56
X2,02/11/2007,14.1,17.8,10,70
X2,03/11/2007,14.2,18,11.1,75
X2,04/11/2007,14.5,18.6,10.4,76
X2,05/11/2007,15.3,17.8,12.5,77
X2,06/11/2007,15.3,19,12.2,68
X2,07/11/2007,14.1,18.9,9.9,58
X2,08/11/2007,13.1,17.3,9.2,67
X2,09/11/2007,14.2,18.2,12,61
X2,10/11/2007,13.5,17,10,59
X2,11/11/2007,13,17.6,8.4,58
X2,12/11/2007,13.4,15.6,11,68
X2,13/11/2007,14,16.3,11.9,59
X2,14/11/2007,12.5,14.9,9.4,59
X2,15/11/2007,10.5,14.3,5.4,46
X2,16/11/2007,8,11.7,3.8,36
X2,17/11/2007,7.3,11.8,4.2,38
X2,18/11/2007,8.1,14,2.9,41
X2,19/11/2007,9.6,16.1,3.5,53
X2,20/11/2007,14.7,18.5,10.5,81
X2,21/11/2007,16.3,19.4,14.3,89
X2,22/11/2007,14.6,17.3,12.8,73
X2,23/11/2007,14,15.9,12.4,64
X2,24/11/2007,12.5,15.2,10.2,61
X2,25/11/2007,11,14.6,8.6,57
X2,26/11/2007,11,17,6.5,59
X2,27/11/2007,11.5,16.4,7.4,60
X2,28/11/2007,11.2,14.7,7.9,58
X2,29/11/2007,10.6,15.1,7.3,59
X2,30/11/2007,11.1,16.3,6.3,58
X2,01/12/2007,12.2,16.9,8.8,63
X2,02/12/2007,12.6,16.4,8.8,63
X2,03/12/2007,13.5,18.2,11.3,60
X2,04/12/2007,13.3,17.1,9.8,69
X2,05/12/2007,13,18.2,8.6,71
X2,06/12/2007,12.4,16.6,9.6,70
X2,07/12/2007,12.6,16.2,10,64
X2,08/12/2007,12.6,16,10.6,66
X2,09/12/2007,16.6,20.9,11.4,43
X2,10/12/2007,13.2,16.4,10.7,46
X2,11/12/2007,11.8,16.1,6.7,32
X2,12/12/2007,9.3,12.3,5.6,38
X2,13/12/2007,7.7,11.5,3.9,49
X2,14/12/2007,7.7,13,3.4,41
X2,15/12/2007,7.7,11.6,4.3,53
X2,16/12/2007,7.9,10.6,5,53
X2,17/12/2007,7,9.6,4.3,63
X2,18/12/2007,9.9,12.2,6.9,67
X2,19/12/2007,9.6,12.6,6.2,66
X2,20/12/2007,10.9,13.5,7.7,71
X2,21/12/2007,13,13.7,11.5,73
X2,22/12/2007,12.9,14.2,11.8,77
X2,23/12/2007,12.9,14.8,9.6,68
X2,24/12/2007,9.8,13.6,6.4,78
X2,25/12/2007,9.8,15,5.3,66
X2,26/12/2007,10.4,15,7.4,60
X2,27/12/2007,8.9,13.3,5.9,66
X2,28/12/2007,8.2,12.6,4.7,68
X2,29/12/2007,8.1,12.8,4.5,61
X2,30/12/2007,8.2,13.6,4,67
X2,31/12/2007,7.4,13.3,3.3,59
X2,01/01/2008,7.6,11.9,4.4,61
X2,02/01/2008,8.3,11.8,5.1,70
X2,03/01/2008,9.1,12.7,5.4,85
X2,04/01/2008,10.8,14.6,7.1,71
X2,05/01/2008,11.4,14.4,8.7,67
X2,06/01/2008,14.2,19.4,11.2,67
X2,07/01/2008,13.8,18.6,9.4,73
X2,08/01/2008,13.1,15,11.3,80
X2,09/01/2008,12.9,15.8,9.8,83
X2,10/01/2008,13.8,15.8,12.8,86
X2,11/01/2008,13.7,16.3,10.6,78
X2,12/01/2008,10.6,14,7.9,54
X2,13/01/2008,10.1,14.5,6.2,64
X2,14/01/2008,10.4,13.9,6.8,68
X2,15/01/2008,11.3,15.9,5.8,61
X2,16/01/2008,12.1,16.5,9.3,55
X2,17/01/2008,12.5,16.2,8.7,52
X2,18/01/2008,13.7,19.4,9.7,68
X2,19/01/2008,13,17.6,9.2,80
X2,20/01/2008,11.4,15.9,7.8,82
X2,21/01/2008,10,14.5,6.5,78
X2,22/01/2008,10.4,17,5.9,71
X2,23/01/2008,11.5,16.2,6.8,77
X2,24/01/2008,11,14.4,7.2,79
X2,25/01/2008,11.7,17.1,7.3,73
X2,26/01/2008,10.6,15.3,7.3,73
X2,27/01/2008,10.8,18.8,5.4,64
X2,28/01/2008,12.1,21.2,7.3,65
X2,29/01/2008,10.2,16.2,5.2,74
X2,30/01/2008,11,15.6,7.1,80
X2,31/01/2008,11.3,15.2,8,65
X2,01/02/2008,10.7,14.5,6.2,61
X2,02/02/2008,10.5,12.6,7.4,64
X2,03/02/2008,10.8,14.4,7.8,85
X2,04/02/2008,12.8,16.7,8.5,65
X2,05/02/2008,12.2,17.1,7.3,54
X2,06/02/2008,12.5,19.3,8.2,61
X2,07/02/2008,12,18.2,6.6,69
X2,08/02/2008,11.6,16.1,7.3,70
X2,09/02/2008,11,16.3,7.3,69
X2,10/02/2008,9.6,15,5,75
X2,11/02/2008,11,15.2,7.8,65
X2,12/02/2008,10.5,14,7.2,60
X2,13/02/2008,10.8,14.5,7.2,62
X2,14/02/2008,11.4,15.1,8.3,73
X2,15/02/2008,11.2,15.5,8.2,72
X2,16/02/2008,10.4,14.5,5.9,76
X2,17/02/2008,12.2,16.1,9.5,65
X2,18/02/2008,11.5,13.4,8.7,77
X2,19/02/2008,12.6,14.4,11.2,84
X2,20/02/2008,13.6,15.1,12.4,84
X2,21/02/2008,13.1,16.2,10,80
X2,22/02/2008,13.4,18.6,9,79
X2,23/02/2008,12.6,18.7,8.6,81
X2,24/02/2008,12.7,14.7,10.1,83
X2,25/02/2008,13.8,15.7,12.2,87
X2,26/02/2008,14.6,19.2,11.2,84
X2,27/02/2008,12.5,14.1,10.6,90
X2,28/02/2008,12.8,15.3,9.9,88
X2,29/02/2008,16,21,12.4,74
X2,01/03/2008,14.2,19.9,10.6,78
X2,02/03/2008,15.3,22.4,10.3,64
X2,03/03/2008,13.2,15.6,9.4,82
X2,04/03/2008,12.6,17.1,7.7,43
X2,05/03/2008,9.4,14.4,6.6,25
X2,06/03/2008,9.7,15.1,3.6,29
X2,07/03/2008,10.7,14.4,8.2,46
X2,08/03/2008,12.4,17,8.6,62
X2,09/03/2008,13,17.8,9.7,76
X2,10/03/2008,12.4,16.4,9.3,61
X2,11/03/2008,16.7,23.1,9.1,50
X2,12/03/2008,14.9,18.7,11.8,78
X2,13/03/2008,13.6,17.1,10.9,82
X2,14/03/2008,13.6,19,9.1,81
X2,15/03/2008,14.5,18.9,11.3,79
X2,16/03/2008,15.3,21.7,10.1,62
X2,17/03/2008,13.9,17.9,10.9,66
X2,18/03/2008,12.7,16.9,8.9,76
X2,19/03/2008,12.5,16.4,9.8,72
X2,20/03/2008,11.6,15.1,7.8,53
X2,21/03/2008,12.7,17.6,7.5,43
X2,22/03/2008,12.2,16.7,6.8,61
X2,23/03/2008,9.3,14.6,6,62
X2,24/03/2008,11.7,19.8,7.2,50
X2,25/03/2008,14,18.8,10.4,60
X2,26/03/2008,13.5,18.7,9.9,56
X2,27/03/2008,11.9,16.3,8.4,50
X2,28/03/2008,12.7,14.5,11.2,67
X2,29/03/2008,13.6,17.5,10.9,79
X2,30/03/2008,14.5,19.5,10.9,77
X2,31/03/2008,12.7,19.7,9,68
X2,01/04/2008,14.5,20.9,8.2,44
X2,02/04/2008,14.3,18.7,9.2,66
X2,03/04/2008,15.4,21.4,10.5,71
X2,04/04/2008,14.1,18.1,10.8,65
X2,05/04/2008,15.2,19.8,10.9,67
X2,06/04/2008,15.2,19.9,11.3,74
X2,07/04/2008,12.3,13.3,11.4,64
X2,08/04/2008,16.7,23.1,10.6,59
X2,09/04/2008,17.8,22.6,13.8,71
X2,10/04/2008,18.8,23.2,15.2,61
X2,11/04/2008,14.1,18.4,9.6,68
X2,12/04/2008,14,19,9.8,59
X2,13/04/2008,15.2,20.4,10.3,58
X2,14/04/2008,14.5,17.9,11.8,61
X2,15/04/2008,14.1,18.1,11.4,65
X2,16/04/2008,14.8,18.7,11.1,65
X2,17/04/2008,14.5,19,12,73
X2,18/04/2008,14.9,19.3,10.9,67
X2,19/04/2008,16.5,20.9,12.5,54
X2,20/04/2008,14.8,17.8,11.3,76
X2,21/04/2008,15.7,22.3,10.6,59
X2,22/04/2008,15.3,19.5,11.9,63
X2,23/04/2008,16.4,21.6,11.2,62
X2,24/04/2008,16.8,20.8,13.1,68
X2,25/04/2008,18.3,24.2,12.7,60
X2,26/04/2008,17.8,23.6,13.5,68
X2,27/04/2008,16.7,20.9,13.6,75
X2,28/04/2008,16.8,19.2,14.6,77
X2,29/04/2008,16.3,19.6,13.4,68
X2,30/04/2008,17,21.7,13.3,66
X2,01/05/2008,16.3,21.2,11.8,62
X2,02/05/2008,16.9,21.3,12.2,68
X2,03/05/2008,18.5,24.1,12.7,50
X2,04/05/2008,20.1,26,14.8,46
X2,05/05/2008,19.3,23.5,16.1,65
X2,06/05/2008,18.9,22.2,16.7,73
X2,07/05/2008,18.5,22.3,16.1,67
X2,08/05/2008,17.9,21.2,14.6,67
X2,09/05/2008,15.3,18.1,13.9,82
X2,10/05/2008,15.1,16.8,13.7,85
X2,11/05/2008,16.7,19.3,14.4,79
X2,12/05/2008,16.8,19.9,14.6,68
X2,13/05/2008,17.6,21.4,13.7,65
X2,14/05/2008,17.6,20.5,14.1,77
X2,15/05/2008,18.9,23.1,16.8,80
X2,16/05/2008,18.4,21.4,16.7,80
X2,17/05/2008,17.5,19.6,15.6,75
X2,18/05/2008,18.4,22.4,15.2,70
X2,19/05/2008,17.7,21.1,15.6,65
X2,20/05/2008,20.1,26.6,16,56
X2,21/05/2008,19.2,23.4,15.7,70
X2,22/05/2008,18.3,22.4,16.1,71
X2,23/05/2008,18.7,22.6,15.5,76
X2,24/05/2008,20,23.5,17.6,80
X2,25/05/2008,17.4,19.9,14.8,86
X2,26/05/2008,19.4,25.7,14.3,63
X2,27/05/2008,18.4,23,15.8,70
X2,28/05/2008,18.2,21.2,15.1,80
