CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,08/12/2014,10.4,14.6,5.9,66
X2,09/12/2014,9.8,13.8,5.2,35
X2,10/12/2014,9,12.9,4.5,46
X2,11/12/2014,11.7,16.1,7.8,64
X2,12/12/2014,11.3,16.3,7.3,76
X2,13/12/2014,11,15.4,7.5,84
X2,14/12/2014,12.2,16.1,7.5,83
X2,15/12/2014,11.5,12.7,10.4,91
X2,16/12/2014,11.1,14.4,8.4,71
X2,17/12/2014,10.4,13.8,7.2,77
X2,18/12/2014,13.4,17.9,8.3,71
X2,19/12/2014,12.4,16.8,9.6,79
X2,20/12/2014,12.6,16.3,8.8,72
X2,21/12/2014,10,14.9,7,74
X2,22/12/2014,9.1,13.6,5.6,84
X2,23/12/2014,8.8,14,4.1,83
X2,24/12/2014,8.1,13,4.9,78
X2,25/12/2014,8.2,14.4,4.3,68
X2,26/12/2014,9.1,12.7,6.3,64
X2,27/12/2014,9.9,13.6,6.2,68
X2,28/12/2014,9.8,13.6,4.9,50
X2,29/12/2014,7.2,12.3,3.2,33
X2,30/12/2014,6.5,11.4,2.2,41
X2,31/12/2014,6.8,12,2.8,60
X2,01/01/2015,8.4,13,4.9,64
X2,02/01/2015,8.3,14.6,2.9,57
X2,03/01/2015,10.3,17.7,5,52
X2,04/01/2015,10.5,17,6.6,60
X2,05/01/2015,9.3,14.5,4.8,80
X2,06/01/2015,8.8,13.3,5.2,78
X2,07/01/2015,9.5,13.6,6.1,79
X2,08/01/2015,8.4,13.6,4.9,73
X2,09/01/2015,8.9,14.8,4,69
X2,10/01/2015,10.7,17.4,5.6,73
X2,11/01/2015,10.5,15.5,7.5,76
X2,12/01/2015,10.8,16.1,5.7,69
X2,13/01/2015,11.7,16.3,8.4,82
X2,14/01/2015,12.1,16.3,9.1,72
X2,15/01/2015,11.8,16.6,8.2,80
X2,16/01/2015,10.9,14.4,8.1,73
X2,17/01/2015,8.6,12.6,5.1,65
X2,18/01/2015,8.2,13.6,3,68
X2,19/01/2015,7.6,8.7,6.9,89
X2,20/01/2015,8.3,11.1,6.8,69
X2,21/01/2015,7.6,10.6,5.7,62
X2,22/01/2015,7.7,12.2,4.3,62
X2,23/01/2015,8.9,14.3,3.7,51
X2,24/01/2015,11.1,14.8,7.2,35
X2,25/01/2015,11,14.4,5.3,30
X2,26/01/2015,8.9,11.9,5.2,46
X2,27/01/2015,10.1,13.5,6.6,60
X2,28/01/2015,9.3,13.7,5.7,65
X2,29/01/2015,12.7,17.3,6.7,56
X2,30/01/2015,13.8,17.8,9.9,50
X2,31/01/2015,10.8,14.6,7.2,56
X2,01/02/2015,8,12.5,5.6,52
X2,02/02/2015,7.6,10.4,4.1,55
X2,03/02/2015,7.5,9.3,5.4,75
X2,04/02/2015,5.6,7.2,3,68
X2,05/02/2015,7.2,12.2,4,40
X2,06/02/2015,5.4,8.8,1.9,38
X2,07/02/2015,6.7,10.1,3,54
X2,08/02/2015,7.8,11.9,4.9,52
X2,09/02/2015,7.9,13.3,4.2,59
X2,10/02/2015,9.3,16.6,3.7,59
X2,11/02/2015,8,14.3,2.9,68
X2,12/02/2015,9.3,13.9,4.7,76
X2,13/02/2015,12.4,16.6,9.6,65
X2,14/02/2015,11.6,15.9,6.6,62
X2,15/02/2015,11.2,15,8.4,70
X2,16/02/2015,11.1,15.6,5.9,65
X2,17/02/2015,12.4,15.5,9.3,59
X2,18/02/2015,11.7,15.2,8.1,61
X2,19/02/2015,10.1,14.2,6.5,66
X2,20/02/2015,9.7,13.8,5.2,76
X2,21/02/2015,10.2,13.1,6.5,70
X2,22/02/2015,10.9,16.6,6.1,31
X2,23/02/2015,11.8,18.2,6.5,64
X2,24/02/2015,11.2,15,7.8,48
X2,25/02/2015,12.1,18.6,7.4,48
X2,26/02/2015,11.4,15.9,7.2,77
X2,27/02/2015,12,14.7,8.8,66
X2,28/02/2015,10.5,13.9,5.7,51
X2,01/03/2015,13.6,17.4,9.6,68
X2,02/03/2015,16.5,23.4,12.8,67
X2,03/03/2015,13.6,16.9,11.4,75
X2,04/03/2015,10.4,13.9,7.2,76
X2,05/03/2015,12.4,20.6,6,37
X2,06/03/2015,11.2,15.4,6.6,56
X2,07/03/2015,11.5,16.3,6.4,69
X2,08/03/2015,11.3,15.7,6.8,72
X2,09/03/2015,12.7,17.4,9.4,71
X2,10/03/2015,12.9,18,8.5,68
X2,11/03/2015,13.6,20,8.2,72
X2,12/03/2015,13.1,18.3,9.5,77
X2,13/03/2015,13.1,16.4,9.3,75
X2,14/03/2015,8.9,12.7,5.7,69
X2,15/03/2015,9.3,13.9,4.2,67
X2,16/03/2015,10,13.2,7.4,70
X2,17/03/2015,11.6,15.2,6.3,72
X2,18/03/2015,13.6,15.8,12.4,76
X2,19/03/2015,14.6,16.7,11.1,63
X2,20/03/2015,14.6,16,13.6,67
X2,21/03/2015,13.5,15.8,12,91
X2,22/03/2015,13.1,16,11,70
X2,23/03/2015,13.6,15.5,12.5,78
X2,24/03/2015,13,15.2,12.1,80
X2,25/03/2015,11.4,13,9.7,77
X2,26/03/2015,11.9,16.5,6.3,63
X2,27/03/2015,13.5,17.1,9.9,68
X2,28/03/2015,16.1,21.5,11.7,67
X2,29/03/2015,14.9,19.7,11.6,74
X2,30/03/2015,15.9,19.6,13.5,67
X2,31/03/2015,15.9,19.4,13.4,75
X2,01/04/2015,14.6,18,11.8,76
X2,02/04/2015,14.5,18.3,11.3,64
X2,03/04/2015,14,17.4,10.5,75
X2,04/04/2015,14.3,17.6,12.4,77
X2,05/04/2015,13.9,17,10.6,65
X2,06/04/2015,13.3,16.3,10.9,59
X2,07/04/2015,12.7,17,8.8,63
X2,08/04/2015,12.8,18,7.4,58
X2,09/04/2015,12.4,16.4,7.6,65
X2,10/04/2015,13.6,17.3,9,69
X2,11/04/2015,14.3,17.6,11.3,73
X2,12/04/2015,14.9,18.5,12.2,66
X2,13/04/2015,14.7,18.8,10.2,66
X2,14/04/2015,16.2,21.5,11.1,64
X2,15/04/2015,16,20.1,10.8,60
X2,16/04/2015,16.2,18.6,14.5,81
X2,17/04/2015,16.3,20.9,12.8,77
X2,18/04/2015,16.5,20.5,12.8,76
X2,19/04/2015,15.5,19.7,13.3,80
X2,20/04/2015,15.4,18.6,12.1,75
X2,21/04/2015,16.9,23.2,12.4,72
X2,22/04/2015,16,19.4,13.4,69
X2,23/04/2015,16,19.5,12.5,75
X2,24/04/2015,17.5,21.5,13,73
X2,25/04/2015,17.4,19.3,16.3,83
X2,26/04/2015,16.7,19.3,14,89
X2,27/04/2015,17,21.6,13.9,66
X2,28/04/2015,16.1,19.8,12.6,60
X2,29/04/2015,16.1,19.5,12.3,76
X2,30/04/2015,17.2,21,13.9,74
X2,01/05/2015,18.2,23.7,14.9,77
X2,02/05/2015,19.9,24,15.9,70
X2,03/05/2015,21.6,27.2,17.5,68
X2,04/05/2015,17.4,19.8,15.5,87
X2,05/05/2015,18,21.5,16.6,83
X2,06/05/2015,18.8,23.7,15.1,71
X2,07/05/2015,18.3,21.7,14.7,62
X2,08/05/2015,19.8,26,15.6,70
X2,09/05/2015,20.6,25.1,16.9,67
X2,10/05/2015,20.5,26.2,16.7,71
X2,11/05/2015,20.5,27.1,15.1,66
X2,12/05/2015,19.6,23.8,15.2,70
X2,13/05/2015,21.9,27.2,16.6,65
X2,14/05/2015,20.9,25.7,18.9,79
X2,15/05/2015,18.4,26.4,14.9,52
X2,16/05/2015,19.8,24,15.2,42
X2,17/05/2015,18.6,23.2,15.2,65
X2,18/05/2015,20.5,25.5,15.2,54
X2,19/05/2015,17.4,19.8,14.2,78
X2,20/05/2015,14.2,16.9,11.4,86
X2,21/05/2015,16.3,20.3,11.7,71
X2,22/05/2015,17.3,20.4,13.4,63
X2,23/05/2015,17.8,21.3,13.4,59
X2,24/05/2015,18.5,22.2,14.9,61
X2,25/05/2015,19.2,25.1,15,67
X2,26/05/2015,19.3,22.4,17.4,66
X2,27/05/2015,18.4,21.3,15.8,72
X2,28/05/2015,19.7,23.9,15.4,70
X2,29/05/2015,19.6,23,16.5,72
X2,30/05/2015,19.4,23.4,16.8,73
X2,31/05/2015,19.7,22.5,16.7,78
X2,01/06/2015,21.9,25.8,19.1,60
X2,02/06/2015,21.6,24.6,18.4,68
X2,03/06/2015,22.5,26.1,18.1,63
X2,04/06/2015,22.5,27.7,18.2,61
X2,05/06/2015,23.8,29.6,17.7,49
X2,06/06/2015,22.4,25.6,18.6,64
X2,07/06/2015,23.9,28.6,18.9,55
X2,08/06/2015,24.5,27.9,21,54
X2,09/06/2015,23.2,25.8,21.5,65
X2,10/06/2015,22.9,25.8,20.8,71
X2,11/06/2015,22.8,26.8,20.1,75
X2,12/06/2015,22.6,26.3,19.1,70
X2,13/06/2015,21.4,23.4,20,80
X2,14/06/2015,22.6,26.1,19,66
X2,15/06/2015,21.7,25.2,19.7,70
X2,16/06/2015,20.8,24.6,17.5,65
X2,17/06/2015,21.7,24.7,18.5,64
X2,18/06/2015,22.5,25.8,18.6,66
X2,19/06/2015,22.5,25.4,19.7,74
X2,20/06/2015,23.2,26.7,20,71
X2,21/06/2015,23.1,26.6,19.5,72
X2,22/06/2015,24.4,28.6,20,64
X2,23/06/2015,24.4,26.7,22.6,60
X2,24/06/2015,22.7,25.2,20.8,66
X2,25/06/2015,22.5,25,20.2,72
X2,26/06/2015,24.2,28.5,20.8,75
X2,27/06/2015,24.6,27.6,22.1,78
X2,28/06/2015,24.3,27.7,21.4,75
X2,29/06/2015,26.7,32.6,22.1,55
X2,30/06/2015,26.2,30.7,22.5,61
X2,01/07/2015,25,27.6,22,74
X2,02/07/2015,25.9,28.3,23.8,65
X2,03/07/2015,25.7,29.1,22.1,60
X2,04/07/2015,26.8,31,23.1,58
X2,05/07/2015,28.7,34,23.2,49
X2,06/07/2015,28.4,33.7,23,50
X2,07/07/2015,28,32.2,23.7,59
X2,08/07/2015,25.7,27.9,23.9,75
X2,09/07/2015,25.8,29,23.8,63
X2,10/07/2015,25.9,29.6,21.9,70
X2,11/07/2015,25.3,27.4,23.1,75
X2,12/07/2015,25.9,29.1,23.2,78
X2,13/07/2015,26.4,29,23.7,77
X2,14/07/2015,26.6,29.3,23.4,73
X2,15/07/2015,27,30.9,23.3,67
X2,16/07/2015,26.2,29.5,22.9,71
X2,17/07/2015,26.1,29.3,23.6,82
X2,18/07/2015,26.9,30,24.7,72
X2,19/07/2015,26.5,28.9,24,70
X2,20/07/2015,26.9,29.8,23.9,80
X2,21/07/2015,28.1,30.9,25.5,72
X2,22/07/2015,27.4,32.7,23.4,67
X2,23/07/2015,27.9,30.7,24.6,70
X2,24/07/2015,28.1,31.8,25.4,74
X2,25/07/2015,25.3,27.1,23,73
X2,26/07/2015,26.6,30.2,23,68
X2,27/07/2015,25,26,23.6,75
X2,28/07/2015,25,26.5,23.3,78
X2,29/07/2015,27.1,30.3,24.2,79
X2,30/07/2015,24.3,25.6,22.7,72
X2,31/07/2015,23.5,26.3,20.2,69
X2,01/08/2015,22.1,25.2,18.6,76
X2,02/08/2015,24.7,28.3,20.1,71
X2,03/08/2015,26.7,30.2,22.7,72
X2,04/08/2015,26,28.8,23.3,75
X2,05/08/2015,26.1,30.3,22.6,74
X2,06/08/2015,25.7,28.4,23.2,82
X2,07/08/2015,26.5,28.7,23.9,84
X2,08/08/2015,25.3,29.5,21,79
X2,09/08/2015,23.8,28.1,21,63
X2,10/08/2015,24.5,27.7,22.2,73
X2,11/08/2015,25.4,29.3,21,72
X2,12/08/2015,26.5,28.7,23.9,80
X2,13/08/2015,26.5,30.2,23.2,78
X2,14/08/2015,24.2,27.8,21.6,69
X2,15/08/2015,20.8,25.1,17,75
X2,16/08/2015,22.5,27.2,17.3,67
X2,17/08/2015,23.4,26.2,20.6,64
X2,18/08/2015,20.2,23,17.3,76
X2,19/08/2015,23,27.1,18.9,66
X2,20/08/2015,24.5,28.5,20.4,76
X2,21/08/2015,25.5,29.1,22.3,77
X2,22/08/2015,25.1,28.1,23.5,81
X2,23/08/2015,26,29.5,23,71
X2,24/08/2015,25.9,31.2,22.2,52
X2,25/08/2015,23.5,26.6,19.5,64
X2,26/08/2015,24.8,27.9,20.7,75
X2,27/08/2015,25.6,28.7,22.2,75
X2,28/08/2015,25.3,29.1,22.2,80
X2,29/08/2015,24.9,28.4,22.4,79
X2,30/08/2015,24.8,27.9,21.1,79
X2,31/08/2015,25.8,29.2,22.3,73
X2,01/09/2015,25,28.6,22.9,69
X2,02/09/2015,23,24.5,20.4,77
X2,03/09/2015,22.5,24.5,20.9,69
X2,04/09/2015,19.8,23.2,17.3,77
X2,05/09/2015,20.8,24.2,16.6,67
X2,06/09/2015,21.4,23.8,18.7,66
X2,07/09/2015,21.1,24.6,18.5,69
X2,08/09/2015,20.6,24.4,18.2,66
X2,09/09/2015,21,25.2,17,68
X2,10/09/2015,19.4,22.5,17.8,87
X2,11/09/2015,20.7,23.3,18.2,84
X2,12/09/2015,23,26.2,20.4,87
X2,13/09/2015,23,26.9,18.9,80
X2,14/09/2015,22.5,26.4,19.2,59
X2,15/09/2015,21.8,24.7,17.8,75
X2,16/09/2015,24.2,28.3,21.1,73
X2,17/09/2015,23.7,28,19.6,53
X2,18/09/2015,20.3,24.4,17.1,63
X2,19/09/2015,20.6,23.9,16.7,71
X2,20/09/2015,20.9,23.6,18.7,72
X2,21/09/2015,20.4,24.3,17.8,81
X2,22/09/2015,20.4,24.1,17.6,77
X2,23/09/2015,20,22.4,17.5,68
X2,24/09/2015,19.1,23,14.2,71
X2,25/09/2015,19.5,22.1,15.9,75
X2,26/09/2015,20,24,17,80
X2,27/09/2015,19.6,22.4,18.1,72
X2,28/09/2015,19.7,24.1,16.6,71
X2,29/09/2015,19.3,20.5,18.3,71
X2,30/09/2015,18.6,19.7,16.7,75
X2,01/10/2015,17.7,20.6,15,69
X2,02/10/2015,18.6,22.7,14.3,80
X2,03/10/2015,19.4,23.2,16.2,84
X2,04/10/2015,19.4,21.3,16.6,74
X2,05/10/2015,22.7,28.8,19,73
X2,06/10/2015,22.9,28.6,18.1,59
X2,07/10/2015,19.2,23.3,16.2,80
X2,08/10/2015,18.4,20.9,16.2,80
X2,09/10/2015,17.7,20.8,15.3,76
X2,10/10/2015,18.5,23.1,13.8,73
X2,11/10/2015,19,23.2,15,83
X2,12/10/2015,19.6,21,18.7,86
X2,13/10/2015,17.8,20.3,16,91
X2,14/10/2015,16.8,19,14,70
X2,15/10/2015,14.3,17.3,11.1,61
X2,16/10/2015,15.2,18,12.7,73
X2,17/10/2015,15.8,18.2,12.6,79
X2,18/10/2015,17.8,20.3,15.5,83
X2,19/10/2015,17.8,20.1,16,86
X2,20/10/2015,16.9,18.5,15.1,76
X2,21/10/2015,15.8,18.2,12.8,64
X2,22/10/2015,15.8,20.2,11.6,57
X2,23/10/2015,16.5,20.8,12.8,69
X2,24/10/2015,16.1,19.3,13,82
X2,25/10/2015,16.9,19,15.1,82
X2,26/10/2015,17.3,18.9,15.8,85
X2,27/10/2015,17.8,20.4,15.8,92
X2,28/10/2015,17.6,21.3,13.5,59
X2,29/10/2015,16.2,20.8,11.8,68
X2,30/10/2015,16.5,20.1,13.4,76
X2,31/10/2015,16.8,19.9,13.8,76
X2,01/11/2015,17.6,19.7,14.5,70
X2,02/11/2015,18,19.2,15.4,84
X2,03/11/2015,17.2,20.2,14.2,87
X2,04/11/2015,17.2,20.9,13.9,81
X2,05/11/2015,16.3,18.9,14,86
X2,06/11/2015,16.6,20.3,13.7,85
X2,07/11/2015,15.5,19,13,92
X2,08/11/2015,16.5,19.5,14.7,88
X2,09/11/2015,16.4,22.4,12.8,86
X2,10/11/2015,16.4,21.6,12.6,80
X2,11/11/2015,15.5,19.3,12.5,87
X2,12/11/2015,15.4,17.6,12.3,83
X2,13/11/2015,15.8,18.1,12.7,73
X2,14/11/2015,14.7,19.4,11.2,74
X2,15/11/2015,14.2,20.7,9.4,76
X2,16/11/2015,13.7,20.7,9.6,73
X2,17/11/2015,13.2,19.1,9.1,71
X2,18/11/2015,13.5,19.9,9.1,69
X2,19/11/2015,13.7,18.9,9.6,76
X2,20/11/2015,15.8,20.5,10.3,65
X2,21/11/2015,16.1,19.9,10.4,42
X2,22/11/2015,10.1,13.5,6.7,50
X2,23/11/2015,9,13.3,5,44
X2,24/11/2015,8.1,13.8,2.9,44
X2,25/11/2015,11.1,16.6,7.6,68
X2,26/11/2015,11.6,15.3,7.9,70
X2,27/11/2015,11,15.6,7.2,69
X2,28/11/2015,10.9,17,6.4,71
X2,29/11/2015,11.1,14.5,7.9,57
X2,30/11/2015,10.7,16,6.1,67
X2,01/12/2015,10.8,15.9,7.2,74
X2,02/12/2015,9.9,15.4,5.7,78
X2,03/12/2015,11.9,15.3,8.4,79
X2,04/12/2015,11.4,15,7.6,84
X2,05/12/2015,11.9,15.4,9.2,82
X2,06/12/2015,12.9,16,10.4,84
X2,07/12/2015,13.9,16.5,11.8,86
X2,08/12/2015,14.9,18,12.2,87
X2,09/12/2015,14,18.3,10.5,80
X2,10/12/2015,12,15.8,8.8,82
X2,11/12/2015,11.8,16.2,8.8,84
X2,12/12/2015,11.4,15.4,7.6,81
X2,13/12/2015,10.8,15.3,7.7,80
X2,14/12/2015,9.7,14.4,5.8,77
X2,15/12/2015,11.8,18.3,6.9,76
X2,16/12/2015,12.4,18.1,8.7,80
X2,17/12/2015,12.3,16.5,9.4,83
X2,18/12/2015,11.6,15.7,8.3,88
X2,19/12/2015,11.7,14.8,8.2,87
X2,20/12/2015,13.6,14.9,12.5,76
X2,21/12/2015,13.2,17.3,9.9,73
X2,22/12/2015,12.2,16.1,7.5,80
X2,23/12/2015,13.2,15.4,9.5,82
X2,24/12/2015,14.3,17.7,10.3,78
X2,25/12/2015,11.1,14.9,7.9,85
X2,26/12/2015,10.7,15.9,6.5,86
X2,27/12/2015,10.8,16.2,6.4,88
X2,28/12/2015,12.4,15.9,9.3,81
X2,29/12/2015,13.9,17.8,10.9,83
X2,30/12/2015,12.4,17.3,9,74
X2,31/12/2015,12.4,17.1,8.3,70
X2,01/01/2016,12.3,15.7,8.6,83
X2,02/01/2016,13.5,16.3,8.6,64
X2,03/01/2016,12.1,15,8.4,53
X2,04/01/2016,13.1,15,11.4,70
X2,05/01/2016,11.7,15,9.5,59
X2,06/01/2016,11.1,13.9,8.4,48
X2,07/01/2016,15.5,20.3,8.6,56
X2,08/01/2016,17.3,22.2,12.5,63
X2,09/01/2016,16.2,19,12.7,59
X2,10/01/2016,16.3,18.2,14,53
X2,11/01/2016,16.2,18.6,13.5,47
X2,12/01/2016,12.9,15.5,9.9,41
X2,13/01/2016,10.6,14.4,6.2,57
X2,14/01/2016,11.9,15.7,7.9,62
X2,15/01/2016,10.4,12.2,7.5,63
X2,16/01/2016,8.6,13.2,4.7,27
X2,17/01/2016,7.8,12,3.5,44
X2,18/01/2016,9.8,13,6.9,55
X2,19/01/2016,9.4,12.9,6.5,67
X2,20/01/2016,9.7,14.7,5.8,72
X2,21/01/2016,9.8,14.3,6.8,75
X2,22/01/2016,10.6,15.5,5.9,80
X2,23/01/2016,11.9,16.7,8.2,79
X2,24/01/2016,12,14.9,8,83
X2,25/01/2016,14,17.7,11,79
X2,26/01/2016,12.9,16,9.7,82
X2,27/01/2016,12.5,18.8,8,78
X2,28/01/2016,12.9,18,9.4,76
X2,29/01/2016,12.9,15.4,9.9,73
X2,30/01/2016,12.5,17.4,9,68
X2,31/01/2016,12.4,18,8.3,66
X2,01/02/2016,14.4,21,10.6,70
X2,02/02/2016,12.9,16.4,9.4,78
X2,03/02/2016,13.8,19,10.5,70
X2,04/02/2016,10.8,15,6.4,49
X2,05/02/2016,11.6,17.9,6.2,54
X2,06/02/2016,12,15.9,8.8,77
X2,07/02/2016,12.2,13.7,9.1,67
X2,08/02/2016,12.7,19.8,6.5,56
X2,09/02/2016,16,19.6,11.1,54
X2,10/02/2016,14.3,18.2,11,56
X2,11/02/2016,11.7,13.6,10.5,87
X2,12/02/2016,14.7,20.7,10.9,76
X2,13/02/2016,17.2,23.9,11.6,66
X2,14/02/2016,14.1,19.1,7.4,61
X2,15/02/2016,10.4,14.6,6.5,63
X2,16/02/2016,9.1,14.2,3.8,48
X2,17/02/2016,8.1,12.8,3.6,45
X2,18/02/2016,9.1,12.9,5.9,49
X2,19/02/2016,9,14.1,4.7,69
X2,20/02/2016,9.9,15.9,4.6,61
X2,21/02/2016,11.4,19.1,4.5,55
X2,22/02/2016,14.5,21.1,11,59
X2,23/02/2016,13.2,19,9.3,69
X2,24/02/2016,12.7,18.1,8.7,69
X2,25/02/2016,14.1,19.3,8.6,56
X2,26/02/2016,12.6,16.5,10.3,63
X2,27/02/2016,10.8,14.3,7.4,77
X2,28/02/2016,11.4,15.4,8.3,64
X2,29/02/2016,12.7,19.3,8.7,57
X2,01/03/2016,12.6,20.6,7.2,48
X2,02/03/2016,14.2,19.6,10.5,51
X2,03/03/2016,13.3,19.4,9.5,49
X2,04/03/2016,12.8,17.7,8.4,66
X2,05/03/2016,13,17.2,9.1,44
X2,06/03/2016,10.1,14.3,7,57
X2,07/03/2016,11,15.2,7,54
X2,08/03/2016,10.9,14,8.2,65
X2,09/03/2016,9.2,11.1,6.9,67
X2,10/03/2016,10.4,16.8,4.6,50
X2,11/03/2016,10.6,15,3.7,60
X2,12/03/2016,11.2,15.4,8,57
X2,13/03/2016,10.9,15.3,7,57
X2,14/03/2016,11.3,15.3,7.9,68
X2,15/03/2016,11,14.4,8.3,71
X2,16/03/2016,10.7,14.4,7.9,69
X2,17/03/2016,10,13.1,7.5,71
X2,18/03/2016,11.1,15.3,6.9,74
X2,19/03/2016,12.7,16.2,11.2,79
X2,20/03/2016,13.1,16.9,9.5,86
X2,21/03/2016,12.6,16.3,9.9,79
X2,22/03/2016,13.8,20.8,10,68
X2,23/03/2016,13.5,19.9,9.1,53
X2,24/03/2016,13.2,17.6,7.4,60
X2,25/03/2016,12.9,17.4,9.4,74
X2,26/03/2016,14.7,19.4,10.5,73
X2,27/03/2016,13.5,16.7,11.1,75
X2,28/03/2016,16.4,23.1,11.7,54
X2,29/03/2016,17.5,23.4,12.5,54
X2,30/03/2016,14.8,21.6,11.6,79
X2,31/03/2016,16.4,22.2,12.5,61
X2,01/04/2016,12.2,14.6,10,76
X2,02/04/2016,13.2,17.5,10.6,67
X2,03/04/2016,14,18.1,9.8,76
X2,04/04/2016,14.6,17.8,13,85
X2,05/04/2016,14.1,15,12.1,88
X2,06/04/2016,15.3,20.4,11.4,72
X2,07/04/2016,15,19.1,12.3,66
X2,08/04/2016,11.5,15,8.7,73
X2,09/04/2016,13.9,19.5,9.1,53
X2,10/04/2016,14.7,19.7,10.2,73
X2,11/04/2016,16.1,21.5,12.1,65
X2,12/04/2016,16,20.4,12.3,70
X2,13/04/2016,18.4,24.3,13.1,51
X2,14/04/2016,17.3,22.5,12.3,55
X2,15/04/2016,16.4,22,12.7,78
X2,16/04/2016,18.9,25.4,13.2,63
X2,17/04/2016,19.6,25.9,14.5,52
X2,18/04/2016,15.3,18.7,13.3,70
X2,19/04/2016,14.8,18.8,11.2,58
X2,20/04/2016,17,20,14.1,58
X2,21/04/2016,14.6,19,12.1,84
X2,22/04/2016,15.9,19.3,12.9,79
X2,23/04/2016,15.4,19.7,12.6,73
X2,24/04/2016,15.3,19.3,11.4,68
X2,25/04/2016,14.7,18.6,11,56
X2,26/04/2016,14.9,19.2,10.9,67
X2,27/04/2016,14.1,15,11.7,72
X2,28/04/2016,12.6,15.6,11.4,76
X2,29/04/2016,14.9,18.6,12.1,69
X2,30/04/2016,13.8,16.4,11.3,78
X2,01/05/2016,14.8,22.2,8.5,43
X2,02/05/2016,17.5,25.8,10.9,45
X2,03/05/2016,15.6,19.7,11.1,77
X2,04/05/2016,17.1,23.3,12.1,68
X2,05/05/2016,16,19.6,12.8,71
X2,06/05/2016,16.3,18.6,14.7,76
X2,07/05/2016,15.5,18.8,13.3,82
X2,08/05/2016,15.7,17.7,13.5,89
X2,09/05/2016,16.3,17.3,14.4,92
X2,10/05/2016,15.6,19.3,12.3,85
X2,11/05/2016,16.9,21.9,12.6,69
X2,12/05/2016,17.2,23.3,12.7,66
X2,13/05/2016,16.6,20.8,13,72
X2,14/05/2016,16.5,21.4,13,76
X2,15/05/2016,18.2,22.4,14.2,75
X2,16/05/2016,18.2,21.9,15.6,73
X2,17/05/2016,17.7,21.1,15,73
X2,18/05/2016,18.2,22.4,14.4,75
X2,19/05/2016,18.1,22.1,15.4,72
X2,20/05/2016,18.9,22.3,15.7,70
X2,21/05/2016,19.6,24.4,15.9,67
X2,22/05/2016,17.7,21.8,14.7,79
X2,23/05/2016,17,22.5,12,54
X2,24/05/2016,17.7,22.4,13.7,68
X2,25/05/2016,18.4,21.8,15,78
X2,26/05/2016,18.4,21.3,16.1,80
X2,27/05/2016,19.1,22.7,15.7,74
X2,28/05/2016,19,22.1,16.4,80
X2,29/05/2016,21.3,28.4,17.3,51
X2,30/05/2016,18.8,22.7,15.9,68
X2,31/05/2016,18.5,23.8,14.8,65
X2,01/06/2016,18.7,22.3,15.6,63
X2,02/06/2016,19,23.1,15.9,72
X2,03/06/2016,20,24.3,15.7,70
X2,04/06/2016,20.5,23.7,17,63
X2,05/06/2016,21.9,27.2,17.7,64
X2,06/06/2016,21.3,25,17.7,73
X2,07/06/2016,22.4,27.5,18.3,67
X2,08/06/2016,22.4,26.2,18.7,71
X2,09/06/2016,23.9,29.5,18.9,58
X2,10/06/2016,23,25.6,21,59
X2,11/06/2016,21.7,24.3,19.4,71
X2,12/06/2016,22.2,25.8,19.3,69
X2,13/06/2016,22.4,26,20.7,81
X2,14/06/2016,22.8,26.4,19.8,61
X2,15/06/2016,21.1,23.8,19.1,75
X2,16/06/2016,21.7,26.3,18.5,48
X2,17/06/2016,20.3,23.6,17,62
X2,18/06/2016,17.6,22.4,13.8,74
X2,19/06/2016,19.9,25.2,14.7,57
X2,20/06/2016,20.6,25,16.3,65
X2,21/06/2016,23,28.6,17.3,55
X2,22/06/2016,23.7,30,19,53
X2,23/06/2016,24.5,30.2,18.3,48
X2,24/06/2016,23.6,27.7,18.9,60
X2,25/06/2016,23.6,26.8,21.4,72
X2,26/06/2016,22.7,27.3,19.7,73
X2,27/06/2016,23.3,26.4,20.7,68
X2,28/06/2016,23.8,28.4,20.1,70
X2,29/06/2016,24.6,28.7,21.6,63
X2,30/06/2016,24,26.8,22.1,77
X2,01/07/2016,24.1,27.2,21.2,79
X2,02/07/2016,23.7,27.5,20.8,74
X2,03/07/2016,23.2,25.9,21.4,74
X2,04/07/2016,23.4,26.6,20.4,74
X2,05/07/2016,24.9,28.9,21.9,67
X2,06/07/2016,25.8,29.1,22.5,66
X2,07/07/2016,25.9,29.7,22.7,73
X2,08/07/2016,26,28.9,23.2,71
X2,09/07/2016,26.5,31,23.2,64
X2,10/07/2016,27.2,31.5,22.9,60
X2,11/07/2016,26.2,29.6,23.1,66
X2,12/07/2016,25.2,28.2,23.7,71
X2,13/07/2016,23.2,27.7,19.5,59
X2,14/07/2016,22.3,26.2,19,57
X2,15/07/2016,22.9,26.6,19,58
X2,16/07/2016,23.3,27.9,19.4,66
X2,17/07/2016,23.9,29.1,19.5,68
X2,18/07/2016,23.3,27.2,19.5,74
X2,19/07/2016,24.9,29.6,19.6,64
X2,20/07/2016,25.8,30.2,21.8,72
X2,21/07/2016,24.8,27.4,23,80
X2,22/07/2016,23.9,27.5,19.1,75
X2,23/07/2016,23.7,28.4,19,66
X2,24/07/2016,24.8,29.7,20.3,67
X2,25/07/2016,26.4,31.8,21.8,63
X2,26/07/2016,26.7,31.9,22.1,66
X2,27/07/2016,25.5,29,22.2,73
